svId,gpsTOW,rcvTOW,rcvTOW_sat,clkBias_ns,clkDrift_ns,t_tx,WN,geoRange,elevation,azimuth,satClockBias,relBias,rcvClockBias_m,ztd_est_m,ISB_m,pseudorange,carrierPhase,freqLabel,troposphericDelay,pwv,ztd
G18,229144.99748737,229144.998,229144.997,510979,551,229144.926327737,2386,21495266.6360212,45.1863502264257,176.273402992281,-162145.400848661,0.473553297505534,-746997.871905707,523.58794049157,-58.3970672148562,20914938.5723127,82074711.1699652,L5_Q,4524.88090185984,5402.90744673838,3211883.64720146
G18,229149.997484615,229149.998,229149.997,513734,551,229149.926315904,2386,21497987.9924251,45.1440029606747,176.271442630576,-162145.387215711,0.470730075201289,-746188.743247441,537.791234856921,-61.7670207173425,20918487.5906165,82088638.0664024,L5_Q,4543.42495325685,5421.0852298556,3222683.35784074
G18,229154.99748186,229154.998,229154.997,516489,551,229154.926304065,2386,21500711.4095834,45.1016629991688,176.269481047982,-162145.37358276,0.467906598291374,-745374.612707392,545.64525561176,-60.9718049034232,20922039.6899308,82102576.8697073,L5_Q,4557.98737860716,5434.47814942042,3230640.3047898
G18,229159.997479106,229159.998,229159.997,519243,551,229159.92629222,2386,21503436.8851457,45.0593303503019,176.267518219148,-162145.35994981,0.465082868301999,-744557.389936615,550.008975433624,-57.1541645327633,20925593.7905756,82116524.4419429,L5_Q,4569.40049953945,5444.08889093978,3236350.19948756
G18,229164.997476351,229164.998,229164.997,521998,551,229164.926280367,2386,21506164.4167583,45.0170050224826,176.265554118814,-162145.34631686,0.462258886761263,-743713.833105741,544.146029943562,-65.9496651884379,20929149.1532202,82130476.3395192,L5_Q,4553.68550965318,5421.36081320126,3222847.08629822
G18,229169.997473596,229169.998,229169.997,524753,551,229169.926268507,2386,21508894.0020674,44.9746870240801,176.263588721804,-162145.332683909,0.45943465519563,-742914.022766808,562.148490233985,-66.4095068763628,20932707.7833831,82144440.7753174,L5_Q,4582.93083329732,5452.1778688152,3241155.99015294
G18,229174.997470842,229174.998,229174.997,527507,551,229174.926256641,2386,21511625.6387177,44.9323763634521,176.261622003031,-162145.319050959,0.456610175131708,-742096.666515363,568.026953258352,-71.9500971740579,20936266.8591548,82158407.5852387,L5_Q,4593.02451171435,5460.16041820125,3245898.5499567
G18,229179.997468089,229179.998,229179.997,530260,551,229179.926244769,2386,21514359.3243516,44.8900730489544,176.259653937494,-162145.305418009,0.453785448096951,-741265.884027855,566.608562827071,-77.244295766186,20939829.1259432,82172386.9486297,L5_Q,4590.83398682484,5453.5216934042,3241954.37775706
G18,229184.997465335,229184.998,229184.997,533014,551,229184.92623289,2386,21517095.056609,44.847777088945,176.257684500277,-162145.291785059,0.450960475619877,-740461.708415719,580.460040085783,-70.0853963997437,20943393.406347,82186374.0317237,L5_Q,4615.21732910047,5478.44749797199,3256763.19547964
G18,229189.99746258,229189.998,229189.997,535769,551,229189.926221002,2386,21519832.8331291,44.8054884917555,176.255713666551,-162145.278152108,0.448135259228205,-739652.001642023,593.902541926628,-65.41594150565,20946957.7936858,82200360.7563701,L5_Q,4632.13218185259,5494.4640774627,3266278.9006025
G18,229194.997459826,229194.998,229194.997,538523,551,229194.926209109,2386,21522572.6515507,44.7632072656865,176.253741411571,-162145.264519158,0.445309800448508,-738844.684775671,605.243449809511,-59.00218728998,20950525.7283048,82214362.9382765,L5_Q,4652.94232046942,5515.06837301015,3278520.24094658
G18,229199.997457072,229199.998,229199.997,541277,551,229199.926197209,2386,21525314.5095092,44.7209334190535,176.251767710676,-162145.250886208,0.442484100809307,-738035.670604632,615.197519714212,-57.6100270362996,20954095.3012899,82228370.0381739,L5_Q,4671.65398327936,5533.14684713606,3289260.95053149
G18,229204.997454318,229204.998,229204.997,544031,551,229204.926185303,2386,21528058.4046391,44.6786669601508,176.249792539291,-162145.237253258,0.439658161838621,-737249.538274218,638.919338075147,-46.6827515283799,20957667.8006067,82242389.5476662,L5_Q,4714.13664676179,5579.34023820066,3316705.18032166
G18,229209.997451564,229209.998,229209.997,546785,551,229209.926173389,2386,21530804.3345733,44.6364078972607,176.247815872924,-162145.223620308,0.436831985064618,-736429.362570237,644.20587238652,-46.224984438586,20961240.1874045,82256408.4355677,L5_Q,4720.42861313967,5582.63052146356,3318659.99004359
G18,229214.99744881,229214.998,229214.997,549539,551,229214.926161469,2386,21533552.296943,44.5941562386546,176.245837687167,-162145.209987358,0.434005572015667,-735616.516759807,654.381268963897,-44.5103587028419,20964816.2281383,82270441.3253141,L5_Q,4735.67197331355,5596.49207366816,3326895.35911229
G18,229219.997446056,229219.998,229219.997,552293,551,229219.926149542,2386,21536302.289378,44.5519119925908,176.243857957692,-162145.196354408,0.431178924220176,-734779.36177083,651.184746364213,-51.7294446706138,20968392.6793012,82284476.1865399,L5_Q,4724.98651857616,5579.68754903532,3316911.52322344
G18,229224.997443303,229224.998,229224.997,555046,551,229224.926137609,2386,21539054.3095069,44.5096751673074,176.241876660258,-162145.182721458,0.428352043206154,-733972.15829627,663.447657104006,-49.3622264916572,20971972.852805,82298526.096502,L5_Q,4745.94722494681,5600.26402966164,3329136.3382796
G18,229229.997440549,229229.998,229229.997,557800,551,229229.926125669,2386,21541808.3549551,44.4674457710568,176.239893770702,-162145.169088508,0.425524930503477,-733145.394331464,664.757517446481,-61.2386071443739,20975554.0130138,82312578.7072784,L5_Q,4746.3088266307,5596.49815573334,3326898.97256414
G18,229234.997437796,229234.998,229234.997,560553,551,229234.926113722,2386,21544564.4233487,44.4252238120452,176.237909264946,-162145.155455557,0.422697587639861,-732335.298547749,674.467083125947,-62.1343487813742,20979138.1445062,82326643.8896655,L5_Q,4764.2869472442,5613.49793842535,3336998.81437765
G18,229239.997435043,229239.998,229239.997,563306,551,229239.926101769,2386,21547322.5123106,44.3830092984925,176.235923118991,-162145.141822608,0.419870016144847,-732376.722694362,1357.12302542067,-61.9487949124619,20982722.0752512,82340708.2608994,L5_Q,5631.56368242437,6630.9733129057,3941497.14930251
G18,229244.99743229,229244.998,229244.997,566059,551,229244.926089809,2386,21550082.6194625,44.3408022385976,176.23393530892,-162145.128189657,0.417042217547518,-731551.150386244,1358.76919447176,-57.6746953380058,20986311.9032624,82354795.7047442,L5_Q,5635.72303871648,6630.88656816603,3941445.61287027
G18,229249.997429538,229249.998,229249.997,568811,551,229249.926077844,2386,21552844.7424254,44.2986026405404,176.231945810896,-162145.114556708,0.414214193376587,-730731.319812462,1363.55783132724,-52.0297398807305,20989901.4193336,82368881.4987616,L5_Q,5643.29637812823,6634.80553467663,3943773.93332863
G18,229254.997426785,229254.998,229254.997,571564,551,229254.926065871,2386,21555608.8788168,44.2564105125132,176.229954601163,-162145.100923758,0.411385945162512,-729914.216301186,1368.9062185028,-50.4066451640691,20993492.9059531,82382974.7636057,L5_Q,5653.55389967293,6641.86334179375,3947967.0890133
G18,229259.997424032,229259.998,229259.997,574317,551,229259.926053891,2386,21558375.0262544,44.2142258626723,176.227961656044,-162145.087290808,0.408557474434264,-729113.237868296,1381.9764652591,-42.8448032912647,20997085.4598279,82397073.4631537,L5_Q,5678.99270846206,6666.73069871996,3962741.18206057
G18,229264.997421279,229264.998,229264.997,577070,551,229264.926041904,2386,21561143.182354,44.1720486991692,176.225966951941,-162145.073657858,0.405728782721402,-728309.069659958,1393.96198721113,-35.6926760369146,21000681.7218042,82411185.7034779,L5_Q,5702.94118111872,6689.80117112463,3976447.71737763
G18,229269.99741853,229269.998,229269.997,579822,550,229269.926029915,2386,21563913.3447317,44.1298790301117,176.223970465334,-162145.060024908,0.402899871551467,-727480.280595216,1393.66322659967,-41.3624618461369,21004278.6287406,82425300.9050966,L5_Q,5700.90747903625,6682.35647578524,3972024.70523448
G18,229274.997415778,229274.998,229274.997,582574,550,229274.926017916,2386,21566685.5109963,44.0877168636874,176.221972172784,-162145.046391958,0.400070742458254,-726657.132093935,1397.39414921401,-46.2511734133758,21007877.9614666,82439424.7680503,L5_Q,5704.93624298449,6682.01691870081,3971822.96895928
G18,229279.997413026,229279.998,229279.997,585326,550,229279.92600591,2386,21569459.6787605,44.0455622079884,176.219972050929,-162145.032759008,0.39724139697008,-725042.021294183,766.823362258138,-38.2492579566249,21011479.6305674,82453558.819086,L5_Q,4917.33758345665,5754.71114631872,3420895.83162442
G18,229284.997410274,229284.998,229284.997,588078,550,229284.925993898,2386,21572235.8456337,44.0034150711201,176.217970076485,-162145.019126058,0.394411836617052,-725026.58574922,1410.17979434873,-49.7273800941427,21015085.0286401,82467706.9987405,L5_Q,5731.14404138573,6702.54518150428,3984019.13703847
G18,229289.997407521,229289.998,229289.997,590831,550,229289.925981878,2386,21575014.0092234,43.9612754611848,176.215966226243,-162145.005493108,0.391582062929955,-723428.613982223,790.170674734145,-35.5626350894607,21018690.2278501,82481854.5778616,L5_Q,4960.21869790414,5796.10485385447,3445488.49294019
G18,229294.99740477,229294.998,229294.997,593582,550,229294.925969853,2386,21577794.1671376,43.9191433862401,176.213960477073,-162144.991860158,0.388752077437507,-722627.647479813,806.110228531784,-33.8481202143084,21022298.7778509,82496015.8410867,L5_Q,4987.65508507239,5823.74584564909,3461910.44666468
G18,229299.997402018,229299.998,229299.997,596334,550,229299.925957821,2386,21580576.3169797,43.877018854381,176.211952805922,-162144.978227209,0.385921881671824,-721813.305745694,813.989950978011,-33.2375402393497,21025908.6094655,82510180.9199833,L5_Q,5001.00592623395,5834.89230499681,3468532.73579815
G18,229304.997399263,229304.998,229304.997,599086,551,229304.925945779,2386,21583360.4563519,43.8349018736841,176.209943189813,-162144.964594259,0.383091477164679,-721003.835576002,824.8817920716,-29.7672414512396,21029520.366607,82524354.1012258,L5_Q,5019.16432830947,5851.62068342069,3478471.33201076
G18,229309.997396514,229309.998,229309.997,601838,550,229309.925933736,2386,21586146.5828612,43.7927924521205,176.207931605842,-162144.950961309,0.380260865441671,-720938.140431347,1434.30837586957,-40.5503499795932,21033133.1380249,82538531.6561633,L5_Q,5780.12489456614,6734.13307790964,4002786.00969185
G18,229314.997393764,229314.998,229314.997,604588,550,229314.925921686,2386,21588934.6941042,43.7506905977855,176.205918031184,-162144.937328359,0.377430048037629,-720110.108427584,1439.49030217796,-44.3223143725509,21036747.6322679,82552715.9558061,L5_Q,5778.48669301148,6727.07238339146,3998591.13855619
G18,229319.997391013,229319.998,229319.997,607339,550,229319.925909628,2386,21591724.7876796,43.7085963187028,176.203902443088,-162144.92369541,0.374599026483459,-719327.052932307,1469.50005856813,-39.863685869796,21040467.6846971,145866528.354918,L1_L5,5925.40085343295,6892.901336397,4097112.76226171
G18,229324.997388262,229324.998,229324.997,610090,550,229324.925897564,2386,21594516.8611856,43.6665096228774,176.201884818878,-162144.91006246,0.37176780230971,-718516.811538416,1474.29569688573,-33.8425537271112,21044033.9226414,110587146.046698,L1_C/A,5889.33469959663,6845.67105885428,4069052.50169059
G18,229334.99738276,229334.998,229334.997,615592,550,229334.925873416,2386,21600106.9383714,43.5823590129903,176.197843371778,-162144.882796561,0.366104752228255,-716848.731813176,1466.45026234226,-54.1263557495271,21051231.9289845,82609554.8530818,L5_Q,5829.20573449275,6765.33321196276,4021322.5065522
G18,229359.997369004,229359.998,229359.997,629348,550,229359.925812928,2386,21614116.6116539,43.3721157539539,176.187702548872,-162144.814631812,0.351943688378981,-712818.905523219,1523.62307203787,-24.8867295029278,21069376.9680468,82680760.2912796,L5_Q,5934.79922798916,6861.3944516549,4078394.01992851
G18,229364.997366253,229364.998,229364.997,632099,550,229364.925800811,2386,21616924.4379337,43.3300900112626,176.185667828227,-162144.800998863,0.349110898380571,-712003.509870917,1530.29918905973,-25.4181728420384,21073009.8904876,82695016.498756,L5_Q,5944.51053677627,6867.30072575087,4081903.03149397
G18,229369.997363502,229369.998,229369.997,634850,550,229369.925788688,2386,21619734.2224545,43.2880719234257,176.183630870677,-162144.787365913,0.346277919547236,-711175.201955986,1527.24470929928,-29.1924357881763,21076646.3969238,82709287.0495093,L5_Q,5942.93533732556,6860.15228279535,4077656.02761328
G18,229374.997360752,229374.998,229374.997,637600,550,229374.925776559,2386,21622545.9627994,43.2460614983337,176.181591654273,-162144.773732964,0.343444753410635,-710358.056089274,1533.17821128873,-35.377045376976,21080285.4368525,82723567.7286117,L5_Q,5953.09985413391,6866.55144284409,4081457.87057814
G18,229379.997358001,229379.998,229379.997,640351,550,229379.925764422,2386,21625359.6565488,43.2040587438896,176.179550157137,-162144.760100014,0.340611401504148,-709540.134449601,1537.76113603599,-39.9266384760434,21083927.5314069,82737859.6820529,L5_Q,5963.58981911035,6873.30493764184,4085470.22946422
G18,229384.997355251,229384.998,229384.997,643101,550,229384.92575228,2386,21628175.3012834,43.1620636679526,176.177506357459,-162144.746467065,0.337777865359067,-708693.2550769,1528.57130511645,-52.1492027672405,21087568.292625,82752147.3952266,L5_Q,5941.83772929478,6842.88788506625,4067398.97378921
G18,229389.997352501,229389.998,229389.997,645851,550,229389.925740132,2386,21630992.8945813,43.1200762783949,176.1754602335,-162144.732834115,0.33494414650844,-707802.596673304,1475.53777389362,-44.2026149468187,21091211.8952273,82766445.7277585,L5_Q,5877.19942924858,6763.13262452931,4020015.10248844
G18,229394.997349751,229394.998,229394.997,648601,550,229394.925727977,2386,21633812.4340194,43.0780965830698,176.173411763592,-162144.719201166,0.332110246484889,-707012.078186017,1499.41779622931,-50.7909217405157,21094858.6549229,82780755.8496667,L5_Q,5913.91199854249,6800.08434595252,4041968.70906525
G18,229399.997347001,229399.998,229399.997,651351,550,229399.925715815,2386,21636633.9171733,43.0361245898181,176.171360926135,-162144.705568216,0.329276166821073,-706231.496615785,1528.55359004217,-27.2731264259096,21098505.1698268,82795065.5092977,L5_Q,5958.3729772825,6845.8741621033,4069173.16856758
G18,229404.997344252,229404.998,229404.997,654100,550,229404.925703648,2386,21639457.3416175,42.9941603064625,176.169307699598,-162144.691935267,0.326441909049293,-705422.669201964,1542.68845091177,-28.2699578132371,21102155.7322041,82809390.8546522,L5_Q,5976.69429515023,6861.55743256011,4078490.84948163
G18,229409.997341503,229409.998,229409.997,656849,550,229409.925691475,2386,21642282.7049244,42.9522037408298,176.16725206252,-162144.678302317,0.323607474702972,-704590.417473423,1542.90247897444,-36.0386362493277,21105810.6263536,82823734.2076062,L5_Q,5973.9842077673,6853.06741047186,4073446.79205818
G18,229414.997338755,229414.998,229414.997,659597,550,229414.925679296,2386,21645110.0046657,42.9102549007194,176.165193993506,-162144.664669368,0.320772865314563,-703757.577594114,1542.32571727991,-45.5781940511305,21109461.9423708,82838062.0594877,L5_Q,5965.17140272958,6837.58103846762,4064246.09165266
G18,229419.997336006,229419.998,229419.997,662346,550,229419.925667109,2386,21647939.2384102,42.8683137939453,176.163133471231,-162144.651036419,0.317938082418349,-702940.416500134,1549.23901032542,-50.9022781199019,21113118.1415174,82852409.7654181,L5_Q,5974.98650901578,6843.45349637208,4067735.01247984
G18,229424.997333258,229424.998,229424.997,665094,550,229424.925654918,2386,21650770.4037275,42.8263804282751,176.161070474437,-162144.637403469,0.315103127546335,-702137.921407301,1561.03276660199,-44.9955016613831,21116777.4807958,82866770.2925457,L5_Q,6000.67617520585,6867.48185947081,4082010.64592361
G18,229429.997330509,229429.998,229429.997,667843,550,229429.925642718,2386,21653603.4981836,42.7844548115004,176.159004981934,-162144.62377052,0.31226800223302,-701322.669646239,1565.71902679306,-43.7466859335084,21120434.6078053,82881121.3146843,L5_Q,6009.46776544733,6872.12830890577,4084771.17558084
G18,229434.997327761,229434.998,229434.997,670591,550,229434.925630514,2386,21656438.5193453,42.7425369513667,176.156936972597,-162144.610137571,0.309432708010621,-700502.041754363,1568.22228069577,-47.914445844456,21124098.9875442,82895501.3610319,L5_Q,6018.20924842556,6876.69895754426,4087486.67077688
G18,229439.997325013,229439.998,229439.997,673339,550,229439.925618303,2386,21659275.4647762,42.700626855635,176.154866425371,-162144.596504621,0.306597246413249,-699684.860444938,1573.20975440091,-49.5454656216479,21127762.0684284,82909876.3873287,L5_Q,6027.17418979469,6881.50642548247,4090342.86409295
G18,229444.997322264,229444.998,229444.997,676088,550,229444.925606084,2386,21662114.3320388,42.6587245320539,176.152793319264,-162144.582871672,0.303761618975045,-698921.67626473,1603.19957655343,-29.043479978447,21131428.9541582,82924265.3829841,L5_Q,6092.01927409635,6950.07564887536,4131080.93246071
G18,229449.997319516,229449.998,229449.997,678836,550,229449.92559386,2386,21664955.1186956,42.6168299883354,176.150717633351,-162144.569238723,0.300925827228512,-697825.783623219,1411.37496321128,-1009.02251384513,21135094.9002984,82938651.9232415,L5_Q,5821.29691309726,6635.81756868283,3944375.19885994
G18,229454.997316768,229454.998,229454.997,681584,550,229454.92558163,2386,21667797.8223062,42.5749432322077,176.148639346775,-162144.555605774,0.298089872708095,-697010.008670228,1418.05934160905,-1008.80815741442,21138763.4927292,82953047.8242587,L5_Q,5831.42157730635,6642.09242148387,3948103.18890792
G18,229459.997314019,229459.998,229459.997,684333,550,229459.925569392,2386,21670642.4404289,42.533064271385,176.146558438742,-162144.541972824,0.295253756948133,-696447.097008384,1611.42453944648,-38.7374242068075,21142436.0871232,82967460.0609165,L5_Q,6096.49698357051,6938.65115080906,4124293.45609357
G18,229464.997311271,229464.998,229464.997,687081,550,229464.925557149,2386,21673488.9706221,42.4911931135476,176.144474888523,-162144.528339875,0.29241748148152,-695348.223951609,1414.52718738723,-1017.89441648003,21146111.1361346,82981881.5861011,L5_Q,5826.15354166168,6625.54677531986,3938273.15684301
G18,229469.997308528,229469.998,229469.997,689827,549,229469.925544905,2386,21676337.4104441,42.449329766347,176.142388675452,-162144.514706926,0.289581047840021,-694551.942001446,1427.30323151928,-1006.12330005264,21149783.9432118,82996294.9448901,L5_Q,5854.24964320613,6652.21312722448,3954116.06147655
G18,229474.99730578,229474.998,229474.997,692575,549,229474.925532649,2386,21679187.7574439,42.4074742375411,176.140299778934,-162144.501073977,0.286744457563464,-692898.193356537,762.077581270089,-992.903721543544,21153462.7070953,83010731.3798369,L5_Q,5028.92867841583,5709.38375995192,3393966.10902625
G18,229479.997303029,229479.998,229479.997,695323,550,229479.925520384,2386,21682040.0091759,42.3656265347756,176.138208178435,-162144.487441027,0.283907712184915,-692058.91047008,755.124878771926,-998.844897233003,21157139.39894,83025159.504123,L5_Q,5014.09670083132,5687.99123490041,3381256.46897223
G18,229484.997300285,229484.998,229484.997,698070,549,229484.925508119,2386,21684894.1631978,42.3237866656193,176.136113853478,-162144.473808078,0.281070813233054,-691233.625643097,755.066651571123,-999.938779951688,21160820.3750226,83039604.1490113,L5_Q,5015.64473059145,5685.2006667267,3379598.54794848
G18,229489.997297539,229489.998,229489.997,700816,549,229489.925495847,2386,21687750.2170549,42.2819546377889,176.13401678366,-162144.460175129,0.278233762247412,-690422.895592627,762.703329421618,-996.154207734089,21164503.5504607,83054057.7122336,L5_Q,5032.04705707892,5699.23851682116,3387938.6584031
G18,229494.997294792,229494.998,229494.997,703563,549,229494.925483566,2386,21690608.1682972,42.2401304589051,176.131916948635,-162144.44654218,0.275396560761861,-689610.993451787,770.00200919901,-993.238569953416,21168189.9183116,83068523.5005823,L5_Q,5048.57232054381,5713.38364205168,3396342.50272565
G18,229519.997281062,229519.998,229519.997,717293,549,229519.925422076,2386,21704926.2994262,42.0311275648102,176.121375587739,-162144.378377435,0.261208349537901,-685534.048165937,798.927161643423,-984.138307160382,21186635.3653851,83140907.0650799,L5_Q,5098.9969557767,5747.3099366681,3416498.65502198
G18,229524.997278315,229524.998,229524.997,720040,549,229524.925409758,2386,21707795.5834416,41.9893506391765,176.119258737742,-162144.364744486,0.258370277278822,-684707.121868621,794.369447920645,-980.740691828622,21190333.8305645,83155421.5071048,L5_Q,5101.26261724101,5745.22237055676,3415258.39872684
G18,229544.99726733,229544.998,229544.997,731025,549,229544.925360427,2386,21719291.496815,41.8223220324158,176.110762080827,-162144.31021269,0.247016606026377,-682204.399751218,1449.28856409638,-1019.73841485783,21205204.2529257,83213775.4108774,L5_Q,5973.0926657836,6705.89298927014,3986008.12298434
G18,229619.997226143,229619.998,229619.997,772212,549,229619.925174556,2386,21762666.4041764,41.1970989864878,176.07846413212,-162144.105718457,0.204422101027521,-669787.998381669,1317.92766369271,13.6426041169783,21260912.7635048,111726849.788327,L1_C/A,5890.45641373878,6532.21667981268,3882824.25975173
G18,229624.997223398,229624.998,229624.997,774957,549,229624.925162116,2386,21765572.8229207,41.1554815225264,176.076285460846,-162144.092085509,0.201581525399404,-669548.050857712,1803.48025963306,-26.6876917213007,21264681.5954308,111746567.63782,L1_C/A,6512.93286381417,7216.87304687959,4289589.51841858
G18,229629.997220654,229629.998,229629.997,777701,549,229629.925149671,2386,21768481.0723874,41.1138721094117,176.074103497882,-162144.07845256,0.198740840731074,-668733.121355269,1809.50822232696,-26.5046826487112,21268419.2951213,111766260.247418,L1_C/A,6527.46437745297,7226.98502402205,4295597.20518794
G18,229634.997217909,229634.998,229634.997,780446,549,229634.925137219,2386,21771391.1500886,41.0722707544902,176.071918224537,-162144.064819611,0.195900048560286,-667939.39336539,1825.63894054526,-18.6055573558759,21272156.702765,111785937.022876,L1_C/A,6561.07712225546,7258.18570196744,4314134.02518336
G18,229639.997215165,229639.998,229639.997,783190,549,229639.925124762,2386,21774303.0535374,41.0306774650632,176.069729622171,-162144.051186663,0.193059150422508,-667132.271551373,1835.23575615019,-15.6597169398518,21275892.1035638,111805555.007924,L1_C/A,6577.46345032612,7270.2725499241,4321315.01417587
G18,229679.997193215,229679.998,229679.997,805140,549,229679.925024889,2386,21797663.7090692,40.6982223824879,176.052098739979,-162143.942123074,0.170328334941924,-660603.354235639,1861.15757986474,1.70925903952248,21305767.229617,83608406.7197506,L5_Q,6563.10298869188,7206.01504638595,4283138.60728732
G18,229684.997190472,229684.998,229684.997,807883,549,229684.925012378,2386,21800591.9320847,40.65670201018,176.049879346694,-162143.928490126,0.167486552263366,-661676.650142082,2741.14172963585,767.148049780692,21309519.8095968,83623132.5194292,L5_Q,8460.76665061305,9282.69900267754,5516929.6406915
G18,229689.997187729,229689.998,229689.997,810626,549,229689.924999862,2386,21803521.9559014,40.6151897759839,176.047656440981,-162143.914857177,0.164644678987759,-660868.509842054,2750.12114557627,769.347448482301,21313276.854878,83637876.1229613,L5_Q,8479.65860608697,9295.60204497271,5524595.54374776
G18,229694.997184986,229694.998,229694.997,813369,549,229694.924987339,2386,21806453.7780182,40.5736856871042,176.045430004793,-162143.901224229,0.161802716652376,-660077.409391534,2772.59213391885,771.600045740238,21317032.2517417,83652612.9911001,L5_Q,8512.14369356737,9323.36063033679,5541087.36168588
G18,229699.997182244,229699.998,229699.997,816111,549,229699.924974812,2386,21809387.3959333,40.5321897507247,176.043200020131,-162143.88759128,0.158960666793862,-659269.3527221,2781.25566092449,774.644958854643,21320788.0030543,83667351.0371889,L5_Q,8526.23121246579,9330.9149710093,5545575.51586879
G18,229704.997179501,229704.998,229704.997,818854,549,229704.924962277,2386,21812322.8071421,40.490701974046,176.040966469049,-162143.873958332,0.156118530950749,-658461.97247519,2790.54494195388,776.98776280291,21324549.583298,83682112.5597381,L5_Q,8545.0307912638,9343.5941596863,5553108.42392306
G18,229814.997119193,229814.998,229814.997,879165,548,229814.924685059,2386,21877350.4756867,39.5800496980971,175.99089035751,-162143.57403347,0.0935729002683742,-638563.134735674,1972.22483374818,2.66052006798065,21407710.9391517,84008455.2272199,L5_Q,6780.11774004926,7274.48621740289,4323818.42117592
G18,229819.997116453,229819.998,229819.997,881905,548,229819.924672392,2386,21880326.4390835,39.5387515533638,175.988569941163,-162143.560400522,0.0907292111703516,-637749.888924197,1980.7385682144,-0.978749245554954,21411510.1544894,84023364.6890805,L5_Q,6790.13465872267,7278.90049587679,4326441.01436519
G18,229824.997113712,229824.998,229824.997,884646,548,229824.924659719,2386,21883304.1353511,39.4974617376717,175.986245542602,-162143.546767574,0.0878854729964086,-636937.127668414,1989.15639886899,7.94999689641059,21415311.2841858,84038280.4910969,L5_Q,6800.81762095855,7284.00727804642,4329475.03503615
G18,229829.997110971,229829.998,229829.997,887387,548,229829.92464704,2386,21886283.5619587,39.4561802579438,175.983917145098,-162143.533134626,0.0850416872843156,-636120.208450461,1992.25099587274,-2.90245687472131,21419114.469099,84053205.7973763,L5_Q,6807.66749781056,7284.98796205592,4330057.67503482
G18,229834.997108231,229834.998,229834.997,890127,548,229834.924634355,2386,21889264.7163746,39.4149071210913,175.981584731968,-162143.519501678,0.0821978555717709,-635320.0221188,2007.34185957465,18.8188973000821,21422918.323263,84068133.0323328,L5_Q,6830.19170338695,7302.71953960167,4340592.28783316
G18,229839.997105491,229839.998,229839.997,892867,548,229839.924621666,2386,21892247.5960647,39.3736423340335,175.979248286577,-162143.50586873,0.0793539793977237,-634506.592794159,2012.62240515917,20.6445820750971,21426726.7518969,84083077.9124389,L5_Q,6842.32211160625,7309.2984552653,4344500.92647349
G18,229844.997102752,229844.998,229844.997,895606,548,229844.924608971,2386,21895232.198495,39.3323859036634,175.97690779233,-162143.492235782,0.0765100603000064,-633682.32053708,2010.47586346829,-1.79537502240485,21430535.5243698,84098023.8636905,L5_Q,6842.23068614549,7302.80189806616,4340641.21830942
G18,229849.997100012,229849.998,229849.997,898346,548,229849.92459627,2386,21898218.5211291,39.2911378368869,175.974563232683,-162143.478602834,0.0736660998180647,-632854.652527348,2011.34150423071,-8.64956080996038,21434341.5290987,84112959.8078866,L5_Q,6834.25556021289,7287.89230986927,4331783.19435573
G18,229854.997097272,229854.998,229854.997,901086,548,229854.924583563,2386,21901206.5614306,39.2498981405783,175.972214591135,-162143.464969886,0.0708220994898617,-632033.789913717,2021.83347429008,-23.2950126323435,21438258.0818971,148624271.086536,L1_L5,6941.916232444,7396.25323428871,4396162.14644184
G18,229859.997094532,229859.998,229859.997,903826,548,229859.92457085,2386,21904196.3168622,39.2086668216078,175.969861851227,-162143.451336938,0.0679780608537638,-631215.886362549,2024.21128715693,-23.316492461069,21442079.6210519,148650756.614999,L1_L5,6955.80719335727,7404.54727842023,4401089.770238
G18,229864.997091792,229864.998,229864.997,906566,548,229864.924558131,2386,21907187.7848851,39.1674438868369,175.967504996548,-162143.43770399,0.0651339854482585,-630401.69206946,2026.61591579964,-18.3333259136729,21445872.970708,148677181.976454,L1_L5,6943.50532242656,7384.94252423911,4389442.2733488
G18,229869.997089053,229869.998,229869.997,909305,548,229869.924545408,2386,21910180.9629602,39.1262293431093,175.965144010729,-162143.424071042,0.0622898748112912,-629597.195826039,2024.30910845724,0.224045745336492,21449598.4023067,84172830.9040408,L5_Q,6871.2733913901,7301.64634018217,4339954.68295505
G18,229874.997086315,229874.998,229874.997,912043,548,229874.92453268,2386,21913175.8485468,39.0850231972666,175.962778877446,-162143.410438094,0.0594457304813407,-628783.073607917,2027.23701282936,3.59800744088735,21453414.5260678,84187806.1038419,L5_Q,6878.40013654018,7302.7754054484,4340625.47862301
G18,229889.997078098,229889.998,229889.997,920260,548,229889.924494459,2386,21922170.7249479,38.9614552153928,175.955658430242,-162143.369539251,0.0509131107240722,-626303.981626332,2031.21860380565,-20.5385406096006,21464959.1498903,84233110.3259036,L5_Q,6949.08794251061,7358.30201506905,4373614.72229571
G18,229894.997075359,229894.998,229894.997,922999,548,229894.924481708,2386,21925172.4151501,38.9202827293531,175.953276544745,-162143.355906303,0.0480688470104746,-625473.55931681,2024.39323790279,-22.7461222960831,21468779.9782301,84248103.6536614,L5_Q,6937.81455928891,7339.84661424898,4362650.07455492
G18,229914.997064405,229914.998,229914.997,933953,548,229914.924430647,2386,21937196.0984078,38.7556771725237,175.943706558067,-162143.301374512,0.0366915475451312,-622203.384636238,2028.48764098588,-18.4851728797063,21484046.8711231,112899405.350437,L1_C/A,6910.8926685144,7285.37747306624,4330289.08973348
