svId,freqId,gpsTOW,rcvTOW,iTOW,clkBias,clkDrift,t_tx,WN,geoRange,satClockBias,rcvClockBias,relBias,biases,pseudorange,rangeDiff,troposphericDelay
G01,L1 C,230152.988105253,230152.994,230153.0,105256,480,230152.906075357,2394,24591944.0950972,106064.759538693,-1767200.65462821,-0.0594255613320451,-1873265.35474134,22718700.160917,-1873243.9341802,21.4205611434299
G01,L1 C,230153.988105733,230153.994,230154.0,105736,480,230153.90607488,2394,24592231.0042793,106064.759278815,-1767056.75424837,-0.0593173539516465,-1873121.45420983,22719130.9753826,-1873100.02889667,21.4253131537698
G01,L1 C,230154.988106213,230154.994,230155.0,106216,480,230154.906074403,2394,24592517.9663247,106064.759018936,-1766912.85386853,-0.0592091453134282,-1872977.55367832,22719561.8585323,-1872956.10779244,21.4458858813159
G01,L1 C,230155.988106693,230155.994,230156.0,106696,480,230155.906073926,2394,24592804.9812146,106064.758759058,-1766768.95348869,-0.0591009354196918,-1872833.65314681,22719992.876956,-1872812.10425851,21.5488882947247
G01,L1 C,230156.988107174,230156.994,230157.0,107177,480,230156.906073449,2394,24593092.0489302,106064.758499179,-1766624.75331639,-0.0589927242726238,-1872689.45282284,22720423.9717419,-1872668.07718828,21.3756345650181
G01,L1 C,230157.988107654,230157.994,230158.0,107657,480,230157.906072971,2394,24593379.1694523,106064.7582393,-1766480.85293655,-0.0588845118747407,-1872545.55229134,22720855.1056163,-1872524.06383599,21.4884553484153
G01,L1 C,230158.988108135,230158.994,230159.0,108138,480,230158.906072495,2394,24593666.3427625,106064.757979422,-1766336.65276425,-0.0587762982281093,-1872401.35196738,22721286.3288358,-1872380.01392672,21.3380406529177
G01,L1 C,230159.988108615,230159.994,230160.0,108618,480,230159.906072016,2394,24593953.5688414,106064.757719543,-1766192.75238441,-0.0586680833352485,-1872257.45143587,22721717.6176681,-1872235.95117329,21.5002625805791
G01,L1 C,230160.988109095,230160.994,230161.0,109098,480,230160.906071538,2394,24594240.8476704,106064.757459665,-1766048.85200457,-0.0585598671983394,-1872113.55090437,22722148.9018936,-1872091.94577684,21.6051275301725
G01,L1 C,230161.988109575,230161.994,230162.0,109578,480,230161.90607106,2394,24594528.1792307,106064.757199786,-1765904.95162473,-0.0584516498196866,-1871969.65037287,22722580.2661109,-1871947.91311984,21.7372530300636
G01,L1 C,230162.988110055,230162.994,230163.0,110058,480,230162.906070581,2394,24594815.5635033,106064.756939907,-1765761.05124489,-0.0583434312015721,-1871825.74984137,22723011.6135759,-1871803.9499274,21.7999139670283
G01,L1 C,230163.988110535,230163.994,230164.0,110538,480,230163.906070102,2394,24595103.0004694,106064.756680029,-1765617.15086505,-0.0582352113463004,-1871681.84930987,22723442.9260009,-1871660.07446852,21.7748413530644
G01,L1 C,230164.988111015,230164.994,230165.0,111018,480,230164.906069623,2394,24595390.4901102,106064.75642015,-1765473.25048521,-0.0581269902561658,-1871537.94877837,22723874.3016655,-1871516.18844465,21.7603337198962
G01,L1 C,230165.988111495,230165.994,230166.0,111498,480,230165.906069144,2394,24595678.0324067,106064.756160272,-1765329.35010537,-0.0580187679334576,-1871394.04824688,22724305.7848235,-1871372.24758318,21.8006636945065
G01,L1 C,230166.988111975,230166.994,230167.0,111978,480,230166.906068665,2394,24595965.62734,106064.755900393,-1765185.44972553,-0.0579105443804697,-1871250.14771538,22724737.2195396,-1871228.40780042,21.7399149553385
G01,L1 C,230167.988112456,230167.994,230168.0,112459,480,230167.906068186,2394,24596253.2748917,106064.755640514,-1765041.24955323,-0.0578023195993977,-1871105.94739143,22725168.9229891,-1871084.35190256,21.5954888688866
G01,L1 C,230168.988112936,230168.994,230169.0,112939,480,230168.906067707,2394,24596540.9750422,106064.755380636,-1764897.34917339,-0.0576940935927459,-1870962.04685994,22725600.6230882,-1870940.35195399,21.6949059448671
G01,L1 C,230169.988113417,230169.994,230170.0,113420,481,230169.906067228,2394,24596828.7277731,106064.755120757,-1764753.15079985,-0.0575858663625999,-1870817.84833474,22726032.401783,-1870796.32599014,21.522344596684
G01,L1 C,230170.988113897,230170.994,230171.0,113900,481,230170.906066748,2394,24597116.5330652,106064.754860878,-1764609.25042001,-0.0574776379114615,-1870673.94780325,22726464.2427402,-1870652.290325,21.6574782535899
G01,L1 C,230171.988114378,230171.994,230172.0,114381,480,230171.906066269,2394,24597404.3909,106064.754601,-1764465.04844896,-0.057369408241415,-1870529.74568055,22726896.116783,-1870508.274117,21.4715635525063
G01,L1 C,230172.988114858,230172.994,230173.0,114861,480,230172.906065788,2394,24597692.3012581,106064.754341121,-1764321.14806912,-0.0572611773549669,-1870385.84514906,22727328.0501566,-1870364.25110154,21.5940475228708
G01,L1 C,230173.988115338,230173.994,230174.0,115341,480,230173.906065308,2394,24597980.264121,106064.754081243,-1764177.24768928,-0.0571529452543107,-1870241.94461758,22727760.1003768,-1870220.16374414,21.7808734346181
G01,L1 C,230174.988115819,230174.994,230175.0,115822,480,230174.906064828,2394,24598268.2794699,106064.753821364,-1764033.04751698,-0.057044711941632,-1870097.74429363,22728192.1532495,-1870076.12622039,21.618073237827
G01,L1 C,230175.988116299,230175.994,230176.0,116302,480,230175.906064347,2394,24598556.3472854,106064.753561485,-1763889.14713714,-0.0569364774194432,-1869953.84376215,22728624.1398113,-1869932.2074741,21.6362880500965
G01,L1 C,230176.988116779,230176.994,230177.0,116782,480,230176.906063866,2394,24598844.467549,106064.753301607,-1763745.2467573,-0.0568282416899257,-1869809.94323066,22729056.1880771,-1869788.27947187,21.6637587975711
G01,L1 C,230177.988117259,230177.994,230178.0,117262,480,230177.906063385,2394,24599132.6402417,106064.753041728,-1763601.34637746,-0.0567200047553779,-1869666.04269918,22729488.2664969,-1869644.3737448,21.668954386143
G01,L1 C,230178.988117739,230178.994,230179.0,117742,480,230178.906062903,2394,24599420.8653446,106064.75278185,-1763457.44599762,-0.0566117666180985,-1869522.1421677,22729920.4130423,-1869500.45230231,21.689865388209
G01,L1 C,230179.988118219,230179.994,230180.0,118222,480,230179.906062422,2394,24599709.1428389,106064.752521971,-1763313.54561778,-0.0565035272803763,-1869378.24163622,22730352.6490724,-1869356.49376646,21.7478697663173
G01,L1 C,230180.988118699,230180.994,230181.0,118702,480,230180.90606194,2394,24599997.4727056,106064.752262092,-1763169.64523794,-0.0563952867445097,-1869234.34110475,22730784.8316351,-1869212.64107051,21.7000342339743
G01,L1 C,230181.98811918,230181.994,230182.0,119183,480,230181.906061459,2394,24600285.8549262,106064.752002214,-1763025.44506564,-0.0562870450126867,-1869090.14078081,22731217.1793466,-1869068.67557954,21.4652012661099
G01,L1 C,230182.98811966,230182.994,230183.0,119663,480,230182.906060977,2394,24600574.2894811,106064.751742335,-1762881.5446858,-0.0561788020874201,-1868946.24024933,22731649.5858305,-1868924.70365059,21.5365987482946
G01,L1 C,230183.98812014,230183.994,230184.0,120143,480,230183.906060495,2394,24600862.7763517,106064.751482457,-1762737.64430596,-0.056070557970892,-1868802.33971786,22732082.0836139,-1868780.69273786,21.6469800053164
G01,L1 C,230184.988120621,230184.994,230185.0,120624,480,230184.906060013,2394,24601151.3155196,106064.751222578,-1762593.44413366,-0.0559623126652937,-1868658.13939393,22732514.7498966,-1868636.56562295,21.5737709768582
G01,L1 C,230185.988121101,230185.994,230186.0,121104,481,230185.906059531,2394,24601439.906965,106064.750962699,-1762449.54555258,-0.0558540661731345,-1868514.24066121,22732947.3278114,-1868492.57915359,21.6615076251328
G01,L1 C,230186.988121582,230186.994,230187.0,121585,481,230186.906059049,2394,24601728.5506698,106064.750702821,-1762305.34538028,-0.0557458184964963,-1868370.04033728,22733379.9904645,-1868348.5602053,21.4801319867838
G01,L1 C,230187.988122062,230187.994,230188.0,122065,481,230187.906058566,2394,24602017.2466144,106064.750442942,-1762161.44500044,-0.0556375696378913,-1868226.13980581,22733812.7107731,-1868204.5358413,21.6039645078126
G01,L1 C,230188.988122543,230188.994,230189.0,122546,481,230188.906058084,2394,24602305.9947805,106064.750183064,-1762017.24482814,-0.055529319599395,-1868081.93948189,22734245.7136356,-1868060.28114489,21.6583369951695
G01,L1 C,230189.988123024,230189.994,230190.0,123027,481,230189.906057601,2394,24602594.7951489,106064.749923185,-1761873.04465584,-0.0554210683834124,-1867937.73915796,22734678.5700558,-1867916.22509303,21.514064935036
G01,L1 C,230190.988123505,230190.994,230191.0,123508,481,230190.906057119,2394,24602883.6477006,106064.749663306,-1761728.84448355,-0.05531281599224,-1867793.53883404,22735111.5109352,-1867772.13676548,21.4020685602445
G01,L1 C,230191.988123985,230191.994,230192.0,123988,481,230191.906056635,2394,24603172.5524166,106064.749403428,-1761584.94410371,-0.0552045624282797,-1867649.63830257,22735544.5058404,-1867628.04657625,21.5917263249867
G01,L1 C,230192.988124466,230192.994,230193.0,124469,481,230192.906056152,2394,24603461.5092785,106064.749143549,-1761440.74393141,-0.0550963076936094,-1867505.43797865,22735977.4335971,-1867484.07568132,21.3622973321471
G01,L1 C,230193.988124947,230193.994,230194.0,124950,481,230193.906055669,2394,24603750.5182669,106064.748883671,-1761296.54375911,-0.0549880517906392,-1867361.23765473,22736410.5967225,-1867339.92154448,21.3161102514714
G01,L1 C,230194.988125427,230194.994,230195.0,125430,481,230194.906055185,2394,24604039.5793629,106064.748623792,-1761152.64337927,-0.054879794721768,-1867217.33712327,22736843.7310898,-1867195.84827305,21.4888502135873
G01,L1 C,230195.988125908,230195.994,230196.0,125911,480,230195.906054702,2394,24604328.6925478,106064.748363913,-1761008.44140822,-0.0547715364890773,-1867073.13500059,22737276.793283,-1867051.8992648,21.2357357966248
G01,L1 C,230196.988126388,230196.994,230197.0,126391,480,230196.906054217,2394,24604617.8578024,106064.748104035,-1760864.54102838,-0.0546632770950769,-1866929.23446914,22737709.974417,-1866907.88338546,21.3510836744681
G01,L1 C,230197.988126869,230197.994,230198.0,126872,481,230197.906053733,2394,24604907.0751083,106064.747844156,-1760720.34265483,-0.0545550165418451,-1866785.03594397,22738143.191289,-1866763.88381934,21.1521246358752
G01,L1 C,230198.98812735,230198.994,230199.0,127353,481,230198.90605325,2394,24605196.3444462,106064.747584278,-1760576.14248254,-0.0544467548317911,-1866640.83562006,22738576.5694009,-1866619.77504524,21.0605748167727
G01,L1 C,230199.98812783,230199.994,230200.0,127833,481,230199.906052764,2394,24605485.6657969,106064.747324399,-1760432.2421027,-0.0543384919673183,-1866496.9350886,22739009.9343904,-1866475.73140652,21.2036820822395
G01,L1 C,230200.988128311,230200.994,230201.0,128314,481,230200.90605228,2394,24605775.0391421,106064.74706452,-1760288.0419304,-0.054230227950498,-1866352.73476469,22739443.3866309,-1866331.65251117,21.0822535185143
G01,L1 C,230201.988128792,230201.994,230202.0,128795,481,230201.906051796,2394,24606064.4644625,106064.746804642,-1760143.8417581,-0.0541219627837425,-1866208.53444078,22739877.0133736,-1866187.45108891,21.0833518703002
G01,L1 C,230202.988129273,230202.994,230203.0,129276,481,230202.906051311,2394,24606353.9417393,106064.746544763,-1759999.6415858,-0.0540136964693424,-1866064.33411687,22740310.663011,-1866043.27872831,21.055388558656
G01,L1 C,230203.988129754,230203.994,230204.0,129757,481,230203.906050826,2394,24606643.4709534,106064.746284884,-1759855.4414135,-0.0539054290095984,-1865920.13379296,22740744.3595545,-1865899.11139888,21.022394083906
G01,L1 C,230204.988130235,230204.994,230205.0,130238,481,230204.906050342,2394,24606933.052086,106064.746025006,-1759711.24124121,-0.0537971604068009,-1865775.93346905,22741178.149352,-1865754.90273397,21.0307350773364
G01,L1 C,230205.988130716,230205.994,230206.0,130719,481,230205.906049856,2394,24607222.6851182,106064.745765127,-1759567.04106891,-0.0536888906632492,-1865631.73314514,22741611.975446,-1865610.70967215,21.0234729989897
G01,L1 C,230206.988131197,230206.994,230207.0,131200,481,230206.906049371,2394,24607512.3700309,106064.745505249,-1759422.84089661,-0.0535806197812381,-1865487.53282124,22742045.8434205,-1865466.52661037,21.0062108684797
G01,L1 C,230207.988131678,230207.994,230208.0,131681,481,230207.906048886,2394,24607802.1068053,106064.74524537,-1759278.64072431,-0.0534723477630648,-1865343.33249733,22742479.7722614,-1865322.33454388,20.9979534507729
G01,L1 C,230208.988132159,230208.994,230209.0,132162,481,230208.9060484,2394,24608091.8954224,106064.744985491,-1759134.44055201,-0.0533640746110247,-1865199.13217343,22742913.6454012,-1865178.25002123,20.8821522046346
G01,L1 C,230209.988132639,230209.994,230210.0,132642,481,230209.906047913,2394,24608381.7358629,106064.744725613,-1758990.54017217,-0.0532558003275238,-1865055.23164199,22743347.7078409,-1865034.02802206,21.2036199285649
G01,L1 C,230210.98813312,230210.994,230211.0,133123,481,230210.906047427,2394,24608671.6281086,106064.744465734,-1758846.33999988,-0.0531475249146379,-1864911.03131809,22743781.7183488,-1864889.90975986,21.1215582217555
G01,L1 C,230211.988133601,230211.994,230212.0,133604,481,230211.906046941,2394,24608961.5721402,106064.744205856,-1758702.13982758,-0.0530392483747727,-1864766.83099419,22744215.8835354,-1864745.68860484,21.1423893503379
G01,L1 C,230212.988134081,230212.994,230213.0,134084,481,230212.906046454,2394,24609251.5679384,106064.743945977,-1758558.23944774,-0.0529309707103324,-1864622.93046274,22744650.0439755,-1864601.5239629,21.4064998480026
G01,L1 C,230213.988134562,230213.994,230214.0,134565,481,230213.906045967,2394,24609541.6154849,106064.743686098,-1758414.03927544,-0.0528226919233984,-1864478.73013885,22745084.2475526,-1864457.36793233,21.3622065123636
G01,L1 C,230214.988135043,230214.994,230215.0,135046,481,230214.906045481,2394,24609831.7147605,106064.74342622,-1758269.83910314,-0.0527144120163732,-1864334.52981495,22745518.651877,-1864313.06288348,21.4669314722996
G01,L1 C,230215.988135524,230215.994,230216.0,135527,481,230215.906044994,2394,24610121.8657462,106064.743166341,-1758125.63893084,-0.0526061309915542,-1864190.32949105,22745953.1130193,-1864168.75272685,21.5767642054707
G01,L1 C,230216.988136006,230216.994,230217.0,136009,481,230216.906044508,2394,24610412.0684232,106064.742906463,-1757981.13896609,-0.0524978488511267,-1864045.8293747,22746387.5906346,-1864024.47778863,21.3515860748012
G01,L1 C,230217.988136487,230217.994,230218.0,136490,481,230217.906044021,2394,24610702.3227722,106064.742646584,-1757836.93879379,-0.0523895655976033,-1863901.62905081,22746822.2377264,-1863880.0850458,21.54400500888
G01,L1 C,230218.988136968,230218.994,230219.0,136971,481,230218.906043533,2394,24610992.6287745,106064.742386705,-1757692.73862149,-0.052281281233175,-1863757.42872692,22747256.9237671,-1863735.70500733,21.7237195831258
G01,L1 C,230219.98813745,230219.994,230220.0,137453,482,230219.906043047,2394,24611282.9864113,106064.742126827,-1757548.24045549,-0.0521729957600324,-1863612.93040932,22747691.7064123,-1863591.27999902,21.6504103043117
G01,L1 C,230220.988137932,230220.994,230221.0,137935,482,230220.90604256,2394,24611573.3956634,106064.741866948,-1757403.74049074,-0.052064709180573,-1863468.43029297,22748126.5437813,-1863446.85188216,21.5784108145162
G01,L1 C,230221.988138413,230221.994,230222.0,138416,482,230221.906042072,2394,24611863.8565116,106064.74160707,-1757259.54031844,-0.0519564214972037,-1863324.22996909,22748561.3417826,-1863302.51472906,21.7152400212362
G01,L1 C,230222.988138895,230222.994,230223.0,138898,482,230222.906041585,2394,24612154.3689376,106064.741347191,-1757115.04035368,-0.0518481327120034,-1863179.72985274,22748996.1339206,-1863158.23501697,21.4948357674293
G01,L1 C,230223.988139376,230223.994,230224.0,139379,481,230223.906041097,2394,24612444.9329216,106064.741087312,-1756970.83838263,-0.0517398428274884,-1863035.5277301,22749431.0127513,-1863013.92017033,21.6075597719755
G01,L1 C,230224.988139858,230224.994,230225.0,139861,481,230224.906040609,2394,24612735.5484455,106064.740827434,-1756826.33841787,-0.0516315518457382,-1862891.02761375,22749865.9874884,-1862869.56095706,21.4666566948872
G01,L1 C,230225.988140339,230225.994,230226.0,140342,481,230225.906040121,2394,24613026.2154896,106064.740567555,-1756682.13824557,-0.0515232597692631,-1862746.82728987,22750300.9253707,-1862725.2901189,21.5371709705796
G01,L1 C,230226.988140821,230226.994,230227.0,140824,481,230226.906039633,2394,24613316.9340355,106064.740307677,-1756537.63828082,-0.0514149666001424,-1862602.32717353,22750735.9588801,-1862580.97515538,21.352018144913
G01,L1 C,230227.988141302,230227.994,230228.0,141305,481,230227.906039144,2394,24613607.7040637,106064.740047798,-1756393.43810852,-0.0513066723408922,-1862458.12684965,22751171.0376205,-1862436.6664432,21.4604064505547
G01,L1 C,230228.988141783,230228.994,230229.0,141786,481,230228.906038655,2394,24613898.5255556,106064.739787919,-1756249.23793622,-0.0511983769936967,-1862313.92652576,22751606.1798797,-1862292.34567585,21.5808499164414
G01,L1 C,230229.988142265,230229.994,230230.0,142268,482,230229.906038167,2394,24614189.3984924,106064.739528041,-1756104.73977022,-0.0510900805607508,-1862169.42820818,22752041.373652,-1862148.0248404,21.4033677855041
G01,L1 C,230230.988142747,230230.994,230231.0,142750,482,230230.906037679,2394,24614480.3228549,106064.739268162,-1755960.23980547,-0.050981783044452,-1862024.92809184,22752476.5679826,-1862003.75487222,21.1732196265366
G01,L1 C,230231.988143228,230231.994,230232.0,143231,482,230231.906037189,2394,24614771.2986238,106064.739008284,-1755816.03963317,-0.0508734844472065,-1861880.72776797,22752911.9715763,-1861859.32704746,21.4007205064408
G01,L1 C,230232.988143711,230232.994,230233.0,143714,482,230232.906036701,2394,24615062.325781,106064.738748405,-1755671.23987595,-0.0507651847709869,-1861735.92785917,22753347.4529281,-1861714.87285284,21.0550063338596
G01,L1 C,230233.988144193,230233.994,230234.0,144196,482,230233.906036212,2394,24615353.4043066,106064.738488526,-1755526.7399112,-0.0506568840184174,-1861591.42774284,22753783.083933,-1861570.32037361,21.1073692259379
G01,L1 C,230234.988144675,230234.994,230235.0,144678,482,230234.906035723,2394,24615644.5341821,106064.738228648,-1755382.23994644,-0.0505485821916812,-1861446.92762651,22754218.7456503,-1861425.78853178,21.1390947264154
G01,L1 C,230235.988145157,230235.994,230236.0,145160,482,230235.906035234,2394,24615935.7153884,106064.737968769,-1755237.73998169,-0.0504402792930809,-1861302.42751017,22754654.4054132,-1861281.30997519,21.1175349829718
G01,L1 C,230236.988145639,230236.994,230237.0,145642,482,230236.906034744,2394,24616226.9479064,106064.737708891,-1755093.24001693,-0.0503319753249068,-1861157.92739384,22755090.2595017,-1861136.68840478,21.2389890607446
G01,L1 C,230237.988146121,230237.994,230238.0,146124,482,230237.906034255,2394,24616518.2317174,106064.737449012,-1754948.74005217,-0.0502236702894589,-1861013.42727751,22755526.0793877,-1860992.15232964,21.2749478761107
G01,L1 C,230238.988146603,230238.994,230239.0,146606,482,230238.906033765,2394,24616809.5668021,106064.737189133,-1754804.24008742,-0.0501153641890371,-1860868.92716119,22755961.9673994,-1860847.59940271,21.3277584793977
G01,L1 C,230239.988147085,230239.994,230240.0,147088,482,230239.906033275,2394,24617100.9531418,106064.736929255,-1754659.74012266,-0.0500070570259279,-1860724.42704486,22756397.8527587,-1860703.10038311,21.3266617523041
G01,L1 C,230240.988147567,230240.994,230241.0,147570,482,230240.906032785,2394,24617392.3907173,106064.736669376,-1754515.24015791,-0.0498987488024382,-1860579.92692853,22756833.6993087,-1860558.69140865,21.2355198832229
G01,L1 C,230241.988148049,230241.994,230242.0,148052,482,230241.906032295,2394,24617683.8795098,106064.736409498,-1754370.74019315,-0.0497904395208582,-1860435.42681221,22757269.6927197,-1860414.18679008,21.2400221319403
G01,L1 C,230242.988148531,230242.994,230243.0,148534,482,230242.906031804,2394,24617975.4195001,106064.736149619,-1754226.24022839,-0.0496821291834911,-1860290.92669588,22757705.7548148,-1860269.66468536,21.2620105217211
G01,L1 C,230243.988149013,230243.994,230244.0,149016,482,230243.906031313,2394,24618267.0106694,106064.73588974,-1754081.74026364,-0.0495738177926298,-1860146.42657956,22758141.8914572,-1860125.11921223,21.3073673306499
G01,L1 C,230244.988149495,230244.994,230245.0,149498,482,230244.906030823,2394,24618558.6529986,106064.735629862,-1753937.24029888,-0.0494655053505688,-1860001.92646324,22758578.0614644,-1859980.59153422,21.334929021541
G01,L1 C,230245.988149977,230245.994,230246.0,149980,482,230245.906030332,2394,24618850.3464688,106064.735369983,-1753792.74033413,-0.049357191859608,-1859857.42634692,22759014.3301701,-1859836.01629871,21.4100482049398
G01,L1 C,230246.988150459,230246.994,230247.0,150462,482,230246.906029841,2394,24619142.0910609,106064.735110105,-1753648.24036937,-0.04924887732204,-1859712.9262306,22759450.7037166,-1859691.38734423,21.538886366412
G01,L1 C,230247.988150942,230247.994,230248.0,150945,483,230247.90602935,2394,24619433.8867562,106064.734850226,-1753503.44241091,-0.0491405617400655,-1859568.12812057,22759887.173728,-1859546.7130282,21.4150923737325
G01,L1 C,230248.988151425,230248.994,230249.0,151428,483,230248.90602886,2394,24619725.7335355,106064.734590347,-1753358.6426537,-0.049032245116075,-1859423.3282118,22760323.6723577,-1859402.06117777,21.2670340302866
G01,L1 C,230249.988151907,230249.994,230250.0,151910,483,230249.906028368,2394,24620017.6313795,106064.734330469,-1753214.14268894,-0.0489239274524817,-1859278.82809548,22760760.2754096,-1859257.35596988,21.4721256014891
G01,L1 C,230250.98815239,230250.994,230251.0,152393,483,230250.906027877,2394,24620309.5802696,106064.73407059,-1753069.34293173,-0.0488156087513596,-1859134.02818671,22761197.0789295,-1859112.50134013,21.5268465785775
G01,L1 C,230251.988152873,230251.994,230252.0,152876,483,230251.906027386,2394,24620601.5801868,106064.733810711,-1752924.54317451,-0.0487072890151217,-1858989.22827793,22761633.7840302,-1858967.79615658,21.4321213564835
G01,L1 C,230252.988153356,230252.994,230253.0,153359,483,230252.906026895,2394,24620893.6311119,106064.733550833,-1752779.7434173,-0.0485989682460588,-1858844.42836916,22762070.5687039,-1858823.06240797,21.3659611921757
G01,L1 C,230253.988153839,230253.994,230254.0,153842,483,230253.906026404,2394,24621185.7330259,106064.733290954,-1752634.94366008,-0.0484906464464773,-1858699.62846039,22762507.4519364,-1858678.28108948,21.3473709141836
G01,L1 C,230254.988154322,230254.994,230255.0,154325,483,230254.906025912,2394,24621477.8859099,106064.733031076,-1752490.14390287,-0.0483823236186619,-1858554.82855162,22762944.1902623,-1858533.69564752,21.1329040988348
G01,L1 C,230255.988154804,230255.994,230256.0,154807,483,230255.906025419,2394,24621770.0897445,106064.732771197,-1752345.64393811,-0.0482739997650256,-1858410.32843531,22763381.1049053,-1858388.98483924,21.3435960728675
G01,L1 C,230256.988155287,230256.994,230257.0,155290,483,230256.906024928,2394,24622062.3445113,106064.732511318,-1752200.8441809,-0.0481656748876455,-1858265.52852654,22763818.0240154,-1858244.32049587,21.2080306736752
G01,L1 C,230257.98815577,230257.994,230258.0,155773,483,230257.906024436,2394,24622354.650191,106064.73225144,-1752056.04442369,-0.0480573489889257,-1858120.72861778,22764254.9260942,-1858099.72409685,21.004520927323
G01,L1 C,230258.988156252,230258.994,230259.0,156255,483,230258.906023942,2394,24622647.0067644,106064.731991561,-1751911.54445893,-0.0479490220712794,-1857976.22850147,22764691.8700535,-1857955.13671092,21.0917905457318
G01,L1 C,230259.988156735,230259.994,230260.0,156738,483,230259.90602345,2394,24622939.4142129,106064.731731683,-1751766.74470172,-0.0478406941367772,-1857831.4285927,22765128.8914917,-1857810.52272121,20.9058714918792
G01,L1 C,230260.988157218,230260.994,230261.0,157221,483,230260.906022958,2394,24623231.8725173,106064.731471804,-1751621.9449445,-0.0477323651878294,-1857686.62868394,22765566.0912014,-1857665.78131593,20.8473680068273
G01,L1 C,230261.988157701,230261.994,230262.0,157704,483,230261.906022465,2394,24623524.3816586,106064.731211925,-1751477.14518729,-0.0476240352267336,-1857541.82877518,22766003.3209254,-1857521.06073317,20.7680420123506
G01,L1 C,230262.988158184,230262.994,230263.0,158187,483,230262.906021972,2394,24623816.9416177,106064.730952047,-1751332.34543007,-0.0475157042557899,-1857397.02886642,22766440.7914625,-1857376.15015518,20.8787112333812
G01,L1 C,230263.988158667,230263.994,230264.0,158670,483,230263.906021479,2394,24624109.5523756,106064.730692168,-1751187.54567286,-0.0474073722772891,-1857252.22895766,22766878.1526914,-1857231.39968422,20.8292734387796
G01,L1 C,230264.988159151,230264.994,230265.0,159154,483,230264.906020987,2394,24624402.2139137,106064.73043229,-1751042.44612319,-0.0472990392934211,-1857107.12925644,22767315.824953,-1857086.38896069,20.7402957489248
G01,L1 C,230265.988159634,230265.994,230266.0,159637,483,230265.906020493,2394,24624694.9262122,106064.730172411,-1750897.64636597,-0.0471907053067044,-1856962.32934768,22767753.4458411,-1856941.48037107,20.8489766141865
G01,L1 C,230266.988160117,230266.994,230267.0,160120,483,230266.90602,2394,24624987.6892524,106064.729912532,-1750752.84660876,-0.0470823703193223,-1856817.52943892,22768191.1129374,-1856796.57631504,20.9531238840427
G01,L1 C,230267.988160601,230267.994,230268.0,160604,483,230267.906019507,2394,24625280.5030157,106064.729652654,-1750607.74705909,-0.0469740343334681,-1856672.42973771,22768628.8062788,-1856651.69673689,20.7330008165445
G01,L1 C,230268.988161084,230268.994,230269.0,161087,483,230268.906019013,2394,24625573.3674825,106064.729392775,-1750462.94730187,-0.04686569735165,-1856527.62982895,22769066.6256806,-1856506.74180182,20.8880271348171
G01,L1 C,230269.988161567,230269.994,230270.0,161570,483,230269.906018519,2394,24625866.2826338,106064.729132897,-1750318.14754466,-0.0467573593760682,-1856382.8299202,22769504.5880346,-1856361.69459921,21.1353209824301
G01,L1 C,230270.98816205,230270.994,230271.0,162053,483,230270.906018025,2394,24626159.2484509,106064.728873018,-1750173.34778745,-0.0466490204090072,-1856238.03001144,22769942.4456873,-1856216.80276358,21.2272478658706
G01,L1 C,230271.988162533,230271.994,230272.0,162536,483,230271.90601753,2394,24626452.2649146,106064.728613139,-1750028.54803023,-0.0465406804527709,-1856093.23010269,22770380.3228842,-1856071.94203033,21.288072361378
G01,L1 C,230272.988163016,230272.994,230273.0,163019,483,230272.906017036,2394,24626745.3320059,106064.728353261,-1749883.74827302,-0.0464323395096561,-1855948.43019394,22770818.284959,-1855927.04704683,21.3831471097656
G01,L1 C,230273.988163499,230273.994,230274.0,163502,483,230273.906016541,2394,24627038.4497057,106064.728093382,-1749738.9485158,-0.0463239975819634,-1855803.63028519,22771256.228746,-1855782.2209597,21.4093254914042
G01,L1 C,230274.988163982,230274.994,230275.0,163985,483,230274.906016046,2394,24627331.617995,106064.727833504,-1749594.14875859,-0.0462156546719816,-1855658.83037644,22771694.2445674,-1855637.3734276,21.456948839128
G01,L1 C,230275.988164465,230275.994,230276.0,164468,483,230275.906015551,2394,24627624.8368549,106064.727573625,-1749449.34900138,-0.0461073107820167,-1855514.03046769,22772132.3768168,-1855492.46003813,21.5704295607284
G01,L1 C,230276.988164948,230276.994,230277.0,164951,483,230276.906015056,2394,24627918.1062662,106064.727313746,-1749304.54924416,-0.0459989659143606,-1855369.23055894,22772570.5360092,-1855347.570257,21.6603019416798
G01,L1 C,230277.988165432,230277.994,230278.0,165435,483,230277.906014562,2394,24628211.4262102,106064.727053868,-1749159.44969449,-0.0458906200712059,-1855224.13085774,22773008.8314529,-1855202.59475728,21.5361004562583
G01,L1 C,230278.988165915,230278.994,230279.0,165918,483,230278.906014066,2394,24628504.7966673,106064.726793989,-1749014.64993728,-0.0457822732550654,-1855079.33094899,22773447.1784097,-1855057.6182576,21.712691394845
G01,L1 C,230279.988166398,230279.994,230280.0,166401,483,230279.90601357,2394,24628798.2176188,106064.726534111,-1748869.85018006,-0.0456739254681284,-1854934.53104025,22773885.5721331,-1854912.64548565,21.8855546000414
G01,L1 C,230280.988166882,230280.994,230281.0,166885,484,230280.906013075,2394,24629091.6890458,106064.726274232,-1748724.75242914,-0.0455655767125833,-1854789.4331378,22774323.9750702,-1854767.7139756,21.7191622024402
